Eliminate?,Title,NWits,Note JBC
,Augustin von Hammerstetten: Widmungsgedicht,1,
,"Augustinus: 'De civitate Dei', dt.",1,
,Augustinus: 'Von der Seele',2,
,"Auslasser, Veit: 'Herbarius'",1,
,Ava: 'Antichrist',2,
,Ava: 'Das Jüngste Gericht',2,
,Ava: 'Johannes',1,
,Ava: 'Leben Jesu' und 'Sieben Gaben des Heiligen Geistes',2,
,Babenbergische Genealogie,3,
,Bäckerordnung der Stadt Wien,3,
,Bäckerrecht,1,
,"Bader, Georg: Rezepte",1,
,"Baldemann, Otto: 'Von dem Romschen Riche eyn clage'",1,
,"Balderer, Simon: Stadtratsspruch",1,
,Balthasar von Heilbronn: Lied,1,
,"Balther von Säckingen: 'Vita s. Fridolini', dt.",3,
,"Bämler (?), Johann: 'Chronik von allen Kaisern, Königen und Päpsten'",3,
,Barfüßer von Basel: Predigtspruch,1,
,"Barlierer, Johannes: Übersetzung von 'Arbor consanguinitatis' des Johannes Andreae",3,
,Bartholomäus von Frankfurt: 'Daz güldin wasser',1,
,"Bartholomäus von Montagna: 'Antidotarium', dt.",1,
,"Bartholomäus von Montfort: 'Chirurgia', dt.",3,
,"Bartholomäus von Pisa: 'Summa de casibus conscientiae', dt.",4,
,Bartholomäus: Predigt,1,
,Basilius der Große (?): 'Von der Zelle' (nach 'De cella spirituali'),1,
,"Basilius der Große: 'De laude solitariae vitae', dt.",5,
,Batt von Fegersheim: Chronikalische Aufzeichnungen,1,
,Bauernfeind: Lied,1,
,"Baumann, Michael: 'Buch von der natur vnd eygenschafft der dingk'",1,
,"Baumgartner, Stefan: Pilgerreisebericht",1,
,"Baumgartner, Wolfgang: Nachrichten zum Landshuter Erbfolgekrieg",1,
,"Baumholz, Albrecht: Lied",1,
,"Bebenhausen, Philipp: Predigten",1,
,"Beck, Heinrich: 'Passionshistorie'",1,
,"Beck, Konrad: 'Pilgerreise nach Jerusalem'",1,
,"Beckmesser, Sixt: Lied",1,
,"Beda: Homilie XV ('In purificatione beatae Mariae'), dt.",1,
,"Beez, Andreas: Rezept",1,
,"Behaim, Bernhard: 'Praktik auf Clemendt Karl 1486 (Nativität)'",1,
,"Beham, Lazarus: 'Von den Wirkungen der Tierkreiszeichen und Planeten'",4,
,"Beheim, Michel: 'Buch von den Wienern'",4,
,"Beheim, Michel: 'Buch von der Stadt Triest'",1,
,"Beheim, Michel: 'Pfälzische Reimchronik'",1,
,"Beheim, Michel: Lieder",10,
,Beichtformel,52,confession formula
,Beichtspiegel,83,Confessional
,Beichtvorbereitung,1,
,Benediktinerregel-Auslegung,11,
,Benediktionen,3,
,Bergrecht von Hartberg (Steiermark),1,
,Bergrecht von Iglau,10,
,"Beris, Johannes: 'Practica chirurgiae', dt.",1,
,Bernd: 'Pilgerfahrt ins Hl. Land',1,
,Berner (Johannes?): Medizinische Verordnungen,1,
,Bernger von Horheim: Lyrik,2,
,Bernhard von Breidenbach: Reisebeschreibung,1,
,Bernhard von Breidenbach: Reiseinstruktionen,1,
,"Bernhard von Clairvaux: 'Parabola de conflictu duorum regum', dt.",3,
,Bernhard von Clairvaux: 'Seelgerät St. Bernhards',5,
,"Bernhard von Clairvaux: 'Sermo in festivitate Sancti Martini episcopi', dt.",1,
,"Bernhard von Clairvaux: 'Sermo in vigilia nativitatis domini I', dt.",1,
,"Bernhard von Clairvaux: 'Sermones de psalmo Qui habitat', mndl.",1,
,"Bernhard von Clairvaux: 'Sermones de tempore', dt.",1,
,"Bernhard von Clairvaux: 'Sermones super Cantica Canticorum', mnd.",1,
,Bernhard von Eiching: 'Geburtsprognostik',1,
,Bernhard von Eiching: 'Jahresprognostik',1,
,Bernhard von Eiching: 'Nativitätenlehre',1,
,Bernhard von Eiching: 'Über die 12 Häuser',1,
,"Bernhard von Gordon: 'Lilium medicinae', dt.",3,
,Bernhard von München: Rezept,1,
,Bernhard von Peisern: 'Posener Rechtsbuch',1,
,Bernhard von Uissigheim: 'Würzburger Städtekrieg',2,
,Bernhard von Waging: Übersetzung von Auszügen aus Predigten durch den Tegernseer Anonymus,1,
,Bernhard von Waging: Übersetzung von Auszügen des 'Remediarius contra pusillanimes et scrupulosos' durch den Tegernseer Anonymus,1,
,Bernhardin von Siena (?): 'Passiontraktat Lernung das lyden vnsers lieben heren zu betrachten',1,
,"Bernhardin von Siena (?): 'Speculum peccatorum', dt.",2,
,"Bernhardin von Siena: 'Evangelium aeternum', dt.",2,
,"Bernhardin von Siena: 'Paternoster-Auslegung', dt.",4,
,"Berninck, Hendrik: 'Vander schoenheit ende edelheit der sielen'",1,
,Berthold von Bombach: 'Leben der sel. Luitgart von Wittichen',2,
,Berthold von Holle: 'Crane',4,
,Berthold von Holle: 'Darifant',1,
,Berthold von Holle: 'Demantin',3,
,Berthold von Regensburg: 'Von den Zeichen der Messe',49,
,Berthold von Regensburg: Predigten,53,
,Berthold: 'Zeitglöcklein des Lebens und Leidens Christi',11,
,"Beschluß des Reichstags zu Augsburg gegen die Türken, 15. Juni 1474, dt.",2,
,"Beßnitzer, Ulrich: Inventarverzeichnis des Landshuter Zeughauses",2,
,"Beugedantz, Johannes: 'Kriegskunst'",1,
,"Bevergern, Arnd: Chronik des Bistums Münster",1,
,"Biberli, Marquard: Legendar",5,
,"Bidermann, Jodocus: Gegen das Messelesen um Sold",1,
,"Biel, Gabriel: Schrift zur Mainzer Stiftsfehde vom 18.9.1462",2,
,"Biel, Gabriel: Übersetzung des 'Opus tripartitum' des Johannes Gerson",2,
,"Bihler, Christoph: Lied",1,
,Bijbelvertaler van 1360: 'Historiebijbel',2,
,Bijbelvertaler van 1360: 'Isaias',1,
,Bijbelvertaler van 1360: 'Vitaspatrum',5,
,Bijbelvertaler van 1360: Übersetzung der 'Collationes patrum' des Johannes Cassianus,1,
,Bijbelvertaler van 1360: Übersetzung der 'Homiliae XL in Evangelia' Gregors des Großen,6,
,Bijbelvertaler van 1360: Übersetzung der 'Legenda aurea' des Jacobus a Voragine ('Südmndl. LA'),4,
,Bijbelvertaler van 1360: Übersetzung der 'Libri IV dialogorum' Gregors des Großen,3,
,Bijbelvertaler van 1360: Übersetzung der 'Regula monachorum' des Benedikt von Nursia,1,
,Bijbelvertaler van 1360: Übersetzung des 'Lignum vitae' Bonaventuras,1,
,Bijbelvertaler van 1360: Übersetzung des 'Stimulus amoris' des Pseudo-Bonaventura,2,
,Bilderbibel,5,
,"Birchtel, Albert: 'Traktat von 16 Latwergen'",1,
,Birgitta von Schweden: 'Fünfzehn Gebete zum Leiden Christi',15,
,"Birgitta von Schweden: 'Revelationes', dt.",25,
,"Birgitta von Schweden: 'Sermo angelicus', dt.",3,
,"Birk, Johannes: 'Kemptener Chronik'",6,
,"Bischoff, Johannes: Predigten",16,
,"Bischoff, Konrad: Legende des hl. Otto",5,
,Bligger von Steinach: Lyrik,2,
,"Bloemenstein, Berchtold: 'Regimen praevisivum'",1,
,"Bocker, Peter: Reimpaargedichte",1,
,"Boehm, Balthasar: Predigten",4,
,"Boethius: 'De Consolatione philosophiae', dt.",4,
,"Boethius: 'Liber contra Eutychen et Nestorium', lat./dt.",1,
,"Bollstatter, Konrad: Losbücher-Sammlung",1,
,"Bömlin, Konrad: 'Gulden buch'",5,
,"Bömlin, Konrad: 'Von der Berührung Gottes'",4,
,"Bömlin, Konrad: Dictum über den Verlust der Keuschheit",1,
,"Bömlin, Konrad: Predigten",15,
,"Bonatti, Guido: 'Astronomiae tractatus decem (duodecim)', dt.",4,
,"Bonaventura: 'Apologia pauperum', dt.",2,
,"Bonaventura: 'De quinque festivitatibus pueri Iesu', dt.",1,
,"Bonaventura: 'De triplici via', dt.",7,
,"Bonaventura: 'Epistola continens viginti quinque memoralia', dt.",3,
,"Bonaventura: 'Itinerarium mentis in Deum', dt.",3,
,"Bonaventura: 'Legenda maior S. Francisci', dt.",18,
,"Bonaventura: 'Legenda minor S. Francisci', dt.",3,
,"Bonaventura: 'Lignum vitae', dt.",5,
,"Bonaventura: 'Regula novitiorum', dt.",1,
,"Bonaventura: 'Soliloquium', dt.",24,
,Bonaventura: Dicta und Gebete,3,
,Boner: 'Edelstein',36,
,"Bonifaz VIII.: 'Regulae juris', dt.",2,
,Boppe: Lyrik,9,
,"Borgeni, Caspar: 'Annales Glogovienses', lat. und dt.",1,
,"Bote, Hermen: 'Schichtbuch'",1,
,"Bote, Hermen: 'Weltchronik'",2,
,"Brack, Wenzeslaus: 'Vocabularius rerum'",1,
,Brandenburger Predigt zum Jüngsten Gericht,1,
,"Brant, Sebastian: 'Narrenschiff'",1,
,"Brant, Sebastian: Hymnus 'Pange lingua gloriosi', dt.",1,
,Bremer Statuten,1,
,Brevier,140,Breviary
,"Breyell, Heinrich: Arzneibuch",1,
,"Brinckerinck, Johannes: Kollationen",4,
,Broeder Heinrijc van Cleven: 'Predigt',1,
,Bruder Albrecht: Predigt,3,
,Bruder Aristotiles: Predigtspruch,1,
,Bruder Berthold: 'Rechtssumme',108,
,Bruder Cornelius: Offenbarungen,1,
,Bruder Dietrich (von Zengg): 'Practica',6,
,Bruder Dietrich: Verdeutschung des Hymnus 'Jesu nostra redemptio',1,
,Bruder Friedrich OCist: Predigt,1,
,Bruder Hans: Marienlieder,6,
,Bruder Hermann I.: 'Das Leben der Gräfin Iolande von Vianden',1,
,Bruder Hermann von Wiedenbach: Anweisung für einen jungen Kleriker,1,
,Bruder Lempfrit: Predigten,1,
,"Bruder Peter van Hemerden: 'Regimen de epidemia', dt.",1,
,Bruder Peter: Predigt,3,
,Bruder Philipp: 'Marienleben',102,
,Bruder Philipp: 'Marienleben' (Prosabearbeitung),5,
,Bruder Reinhard: Predigt,1,
,Bruder Sigwalt: Endzeitprophezeiung,2,
,Bruder Thomas: Predigt,4,
,Bruder Wernher: Lyrik,3,
,Bruder Wilbolt aus dem Bruderloch: Urologischer Traktat,1,
,Bruder Wolfhart: Predigten,1,
,Bruder Wolfhart: Widerruf,1,
,Bruder Wolfram: Predigt,2,
,"Bruder, Hans: Gedicht",1,
,"Brugman, Johannes: 'Ontboezemingen over het H. Lijden'",1,
,Brun von Schönebeck: 'Ave Maria',3,
,Brun von Schönebeck: 'Hohes Lied',3,
,"Brunner, Ulrich: Pilgerreisebericht",1,
,Bruno von Hornberg: Lieder,1,
,"Bruno von Longoburgo: 'Chirurgia magna', dt.",3,
,Brunwart von Augheim: Lieder,1,
,"Bucheler, Hans: Bericht über die Pazzi-Verschwörung in Florenz",6,
,"Buchsbaum, Sixt: Rosenkranzlied",1,
,"Bücklin, Conrad: Donat-Übersetzung",1,
,"Bulach, Hans, von Rottweil: Rezept",1,
,"Buman, Heinrich: Predigt über Bonaventura 'Lignum vitae'",1,
,"Burchard von Ursberg: 'Chronicon', dt. (von Konrad Bollstatter?)",1,
,"Burchardus de Monte Sion: 'Descriptio terrae sanctae', dt.",3,
,Bürgerbuch von Füssen,1,
,Burggraf von Lienz: Lyrik,1,
,Burggraf von Regensburg: Lyrik,2,
,Burggraf von Riedenburg: Lyrik,3,
,Burgundio von Pisa: Weinbuch,1,
,Burkhard von Erlach: Lied,1,
,Burkhard von Hohenfels: Lieder,1,
,"Bürn, Johannes, de Mohausen: Beschreibung der Krönung Friedrichs III.",2,
,"Buschmann, Arnt: Mirakelbericht",17,
,Caesarius von Arles: Kommuniongebet (mit Ablaß),1,
,Caesarius von Heisterbach (?): 'Die Beichte als Schrecken des Teufels',2,
,"Caesarius von Heisterbach: 'Dialogus miraculorum', dt.",3,
,"Caesarius von Heisterbach: 'Dialogus miraculorum', mndl.",2,
,"Caoursin, Guillaume: 'Obsidionis Rhodiae urbis descriptio', dt.",1,
,Christan von Hamle: Lieder,1,
,Christan von Luppin: Lieder,1,
,"Christanni, Peter: 'Vaterunserauslegung'",1,
,Christian von Prachatitz: 'Theriak-Pesttraktat',4,
,"Christina von Hane: 'Vita', dt.",1,
,Christine de Pizan: 'Buch vom Fechten und von der Ritterschaft',1,
,Christoph von Thein: Autobiographie,1,
,Chronik der Klarissen zu Pfullingen und zu Brixen,1,
,Chronik der Päpste,2,
,Chronikalische Aufzeichnungen,83,chronicle
,"Cicero, Marcus Tullius: 'De officiis', dt. / 'Von den Ampten'",11,
,"Comitis, Gerhard: Predigten",5,
,"Constantinus Africanus: 'Liber de gradibus', dt.",1,
,"Dacher, Gebhard: 'Konstanzer Chronik'",3,
,"Dachsberg, Augustinus: 'Büxen buch'",1,
,"Damen, Hermann: Lyrik",1,
,"Dangkrotzheim, Konrad: 'Namenbuch'",2,
,David von Augsburg: 'Ave Maria',2,
,David von Augsburg: 'Betrachtungen und Gebete 1-12',1,
,"David von Augsburg: 'De exterioris et interioris hominis compositione', dt.",15,
,David von Augsburg: 'Der Spiegel der Tugend',12,
,David von Augsburg: 'Die sieben Staffeln des Gebetes B',9,
,David von Augsburg: 'Die sieben Staffeln des Gebetes C',2,
,David von Augsburg: 'Die sieben Stapheln des Gebetes A',2,
,David von Augsburg: 'Die sieben Vorregeln der Tugend',5,
,David von Augsburg: 'Die vier Fittige geistlicher Betrachtung',1,
,David von Augsburg: 'Kristi Leben unser Vorbild',3,
,David von Augsburg: 'Novizentraktat',15,
,David von Augsburg: 'Vaterunser',5,
,David von Augsburg: 'Von der Anschauung Gottes',5,
,David von Augsburg: 'Von der Erkenntnis der Wahrheit',1,
,David von Augsburg: 'Von der Offenbarung und Erlösung des Menschengeschlechts',1,
,David von Augsburg: 'Von der unergründlichen Fülle Gottes',1,
,David von Augsburg: Gebet,3,
,Dekalog-Paraphrase,1,
,"Denenat, Johannes: 'Experientiae notabiles medicae', lat.-dt.",1,
,Der Abt von Mariazell: Rezept,1,
,Der Alte Meißner: Lyrik,1,
,Der Alte Moringer: 'Von der Welt Lauf',1,
,Der arme Hartmann: 'Rede von deme heiligen gelouben',1,
,Der arme Konrad: 'Frau Metze',5,
,Der Bischof von Freising: Rezepte,1,
,Der Düring: Lieder,1,
,Der Dürner: Lied,1,
,Der elende Knabe: 'Der Minne Freud und Leid',2,
,Der elende Knabe: 'Der Minne Gericht',3,
,Der elende Knabe: 'Der Traum im Garten',1,
,Der elende Knabe: 'Minne und Pfennig',1,
,Der Freudenleere: 'Der Wiener Meerfahrt',2,
,Der Goldener: Sangspruchdichtung,1,
,Der Guter: Sangspruchdichtung,1,
,Der Hardegger: Sangspruchdichtung,3,
,Der Henckt: 'Für die gellsucht',1,
,Der Henneberger: Sangspruchdichtung,1,
,Der Junge Meißner: Lyrik,5,
,Der Junge Stolle,2,
,Der Kanzler: Lyrik,15,
,Der Kol von Niunzen: Lyrik,2,
,Der König vom Odenwald: Reimpaargedichte,7,
,Der Kübeler: Predigt,1,
,Der Litschauer: Lyrik,4,
,Der Meißner: Lyrik,2,
,Der Pleier: 'Garel von dem blühenden Tal',2,
,Der Pleier: 'Meleranz',1,
,Der Pleier: 'Tandareis und Flordibel',7,
,Der Püller: Lieder,1,
,Der Regensburger: 'Die Geburt Christi',1,
,Der Rotter,1,
,Der Schenkenbach: Lieder,2,
,Der Schölzelin: Predigten,1,
,Der Schulmeister von Esslingen: Lyrik,1,
,Der sog. 'Lentulus-Brief über Christi Gestalt',6,
,Der Taler,1,
,Der Tannhäuser: 'Das Bußlied',1,
,Der Tannhäuser: 'Die Hofzucht',2,
,Der Tannhäuser: Lieder,5,
,Der Tugendhafte Schreiber: Lyrik,3,
,Der Unverzagte: Lyrik,1,
,Der Urenheimer,1,
,Der von Achenheim: Predigtspruch,1,
,Der von Berau: Dicta,1,
,Der von Buchein: Lieder,1,
,Der von Gabelstein: Ausspruch über rehtiu zuoversiht,1,
,Der von Gliers: Lyrik,1,
,Der von Kolmas: Lyrik,1,
,Der von Nagolten (Nagold?): Predigt,2,
,Der von Nüzzen: Predigtspruch,1,
,Der von Obernburg: Lieder,1,
,Der von Sachsendorf: Lyrik,2,
,Der von Scharfenberg: Lyrik,1,
,Der von Stadegge: Lyrik,1,
,Der von Stamheim: Lyrik,2,
,Der von Suonegge: Lyrik,1,
,Der von Trostberg: Lyrik,1,
,Der von Walthusen: Sprüche,1,
,Der von Wengen: Lyrik,1,
,Der von Winphen: 'Einen geistlichen boum ympfen',1,
,Der Vriolsheimer: 'Der Hasenbraten',2,
,Der Wilde Mann: 'Christliche Lehre',1,
,Der Wilde Mann: 'Van der girheit',1,
,Der Wilde Mann: 'Veronica',1,
,Der Wilde Mann: 'Vespasianus',1,
,Der Zwinger,2,
,"Desrey, Pierre: 'Visio heremitae' (dt.)",1,
,Detmar von Lübeck: I. Detmar-Chronik,2,
,Detmar von Lübeck: II. Detmar-Chronik,3,
,Detmar von Lübeck: III. Detmar-Chronik,2,
,Deutschordensprivilegien,3,
,Die Wunder der hl. drei Könige,2,
,Diebesbann,3,
,"Diemar, Johannes: Predigten",1,
,Dietmar der Setzer: Spruchstrophen,1,
,Dietmar von Aist: Lyrik,4,
,Dietmar von Meckebach: 'Gilerbverzeichnis',1,
,Dietmar von Meckebach: 'Medizinalordnung',1,
,"Dietrich von Apolda: 'Vita S. Dominici', dt.",10,
,"Dietrich von Apolda: 'Vita S. Elisabeth', dt.",13,
,"Dietrich von Apolda: 'Vita S. Elisabeth', dt. Bearbeitung c (Reimprosa)",6,
,"Dietrich von Apolda: 'Vita S. Elisabeth', dt. Übersetzung d",7,
,"Dietrich von Apolda: 'Vita S. Elisabeth', dt. Übersetzung e",4,
,"Dietrich von Apolda: 'Vita S. Elisabeth', dt. Übersetzung f durch Berthold den Marner",2,
,"Dietrich von Apolda: 'Vita S. Elisabeth', dt. Übersetzung g",1,
,"Dietrich von Apolda: 'Vita S. Elisabeth', nd. Übersetzung b",3,
,Dietrich von Bocksdorf: 'Remissorium' zum Sachsenspiegel und sächs. Weichbild,21,
,Dietrich von Bocksdorf: 'Sippzahlregeln',14,
,Dietrich von der Glesse: 'Der Gürtel',4,
,Dietrich von Hopfgarten: 'Wigelis',1,
,Dietrich von Pleningen: Übersetzung der 'Ersten Catilinischen Rede' ('Oratio in Catilinam I') des Marcus Tullius Cicero,2,
,Dietrich von Pleningen: Übersetzung der 'Ersten Replik gegen Cicero' ('Oratio in Ciceronem responsalis I') des Pseudo-Catilina,2,
,Dietrich von Pleningen: Übersetzung der 'Proverbia' des Pseudo-Seneca,1,
,Dietrich von Pleningen: Übersetzung der 'Zweiten Replik gegen Cicero' ('Oratio in Ciceronem responsalis II') des Pseudo-Catilina,2,
,Dietrich von Pleningen: Übersetzung des 'Bellum Iugurthinum' des C. Sallustius Crispus,2,
,Dietrich von Pleningen: Übersetzung des 'Panegyricus' von C. Plinius Caecilius Secundus,1,
,Dietrich von Pleningen: Übersetzung von 'De coniuratione Catilinae' des C. Sallustius Crispus,2,
,Dietrich von Pleningen: Übersetzung von 'De vita beata' des Seneca,3,
,"Dino del Garbo: 'De emplastris et unguentis', dt.",1,
,"Dionysius der Kartäuser: 'De votis et professione religiosorum', dt.",1,
,"Dionysius der Kartäuser: Sermo 2 in commune virginum (Sermo de castitate), dt.",1,
,Dirk van Delft: 'Tafel van den kersten ghelove',11,
,"Dirk van Herxen: 'Epistola contra detractores monachorum', dt.",2,
,Dominikus von Preußen: 'Canticum Mariae' (dt. Versübertragung),3,
,Dominikus von Preußen: Rosenkranzklauseln,3,
,Dorothea von Hof: 'Buch der göttlichen Liebe und Summe der Tugend',1,
,Dorothea von Kippenheim: Übersetzung der 'Vita Uldalrici' des Bern von Reichenau,1,
,Dorothea von Montau: Brief an ihre Tochter Gertrud,1,
,"Drabolt, Hieronymus: Lieder",4,
,"Durandus, Wilhelm: 'Rationale', dt.",9,
,"Duro, Johannes: 'Die fünf Namen'",1,
,Durst: 'Der Bawrn hofart',1,
,"Ebendorfer, Thomas: Predigten, dt.",1,
,Eberhard von Cersne: 'Der Minne Regel',1,
,Eberhard von Gandersheim: 'Gandersheimer Reimchronik',1,
,Eberhard von Rapperswil: Thomas-von Aquin-Legende,1,
,Eberhard von Sax: Marienlob,1,
,Eberhard von Wesentau: Ordnungen des Ermlandes,1,
,Eberhart von Landshut: 'Kochbuch',1,
,Ebernand von Erfurt: 'Heinrich und Kunigunde',1,
,"Ebner, Christine: 'Engelthaler Schwesternbuch' ('Von der genaden uberlast')",3,
,"Ebner, Christine: 'Leben und Offenbarungen'",7,
,"Ebner, Margareta: 'Der Ebnerin Paternoster'",6,
,"Ebner, Margareta: 'Offenbarungen'",4,
,"Ebran, Hans, von Wildenberg: 'Chronik von den Fürsten aus Bayern'",5,
,"Edlibach, Gerold: 'Zürcher- und Schweizerchronik'",2,
,"Edmund von Canterbury: 'Psalterium BMV' (AH 35, Nr. 10), dt.",5,
,Egen von Bamberg: 'Das Herz',1,
,Egen von Bamberg: 'Die Klage der Minne',2,
,"Egen, Lorenz: 'Pilgerfahrt'",2,
,Egenolf von Staufenberg: 'Peter von Staufenberg',3,
,"Egloff, Jakob: Schreiblehrbuch für Kanzleischriften",1,
,"Ehrenbloß, Hans: 'Der hohle Eichbaum'",1,
,Ehrenbote,3,
,Ehrenfreund: 'Der Ritter und Maria',1,
,"Eichmann, Jodocus: Predigt über die fünf Gründe der christlichen Hoffnung, dt.",1,
,Eike von Repgow: 'Sachsenspiegel',420,
,Eilhart von Oberg: 'Tristrant',8,
,"Einzlinger, Johannes: Predigten",3,
,"Ekbert von Schönau: 'Meditatio de humanitate Christi', dt.",8,
,"Ekbert von Schönau: 'Soliloquium seu Meditationes', dt.",6,
,"Ekhardi, Walther: 'Neun Bücher Magdeburgischen Rechts'",13,
,Elbelin von Eselberg: 'Das nackte Bild',6,
,Eleonore von Österreich: 'Pontus und Sidonia',1,
,"Elhen, Tilemann, von Wolfhagen: 'Limburger Chronik'",2,
,Elisabeth von Kirchberg: 'Irmegard-Vita',1,
,Elisabeth von Kirchberg: 'Kirchberger Schwesternbuch',2,
,Elisabeth von Nassau-Saarbrücken: 'Herpin',3,
,Elisabeth von Nassau-Saarbrücken: 'Huge Scheppel',1,
,Elisabeth von Nassau-Saarbrücken: 'Loher und Maller',5,
,Elisabeth von Nassau-Saarbrücken: 'Sibille',1,
,"Elisabeth von Schönau: 'Revelationes de sacro exercitu virginum Coloniensum', dt.",9,
,"Ellenbog, Ulrich: 'Herzog Siegmunds Büchlein von den Harnleiden'",1,
,"Ellenbog, Ulrich: 'Tractatus de pestilentia', dt.",1,
,Elsässischer Anonymus: 'Der gestohlene Schinken',3,
,Elsässischer Anonymus: 'Der Streit um Eppes Axt',2,
,Elsässischer Anonymus: 'Hatto der Mäher',1,
,Elsbeth von Oye: 'Offenbarungen',15,
,"Emmerich, Johann, der Ältere: 'Frankenberger Stadtrechtsbuch'",2,
,"Emser, Hieronymus: 'Deutsche Satyra'",1,
,Engelbert van der Wyck: 'Stadtregimentslehren',1,
,Engelbert van der Wyck: 'Zeitklage',1,
,"Engelbrecht, Sebastian: 'Saft ausgedruckt von dem tegelichen gebethe ...'",1,
,Engelhart von Adelnburg: Lyrik,1,
,"Engelhus, Dietrich: 'Kunst to stervende'",11,
,"Engelhus, Dietrich: 'Regule der leyen'",3,
,"Engelhus, Dietrich: 'Vocabularius quadriidiomaticus'",5,
,"Engelhus, Dietrich: 'Weltchronik'",1,
,"Engelin, Jakob: 'Aderlaßtraktat'",15,
,"Engelin, Jakob: Pesttraktat 'Also das ein mensch zeichen gewun'",34,
,"Engelmar, Johannes: 'Red vom concili zu Costnitz'",1,
,"Engelsüß, Kaspar (?): Übersetzung des Traktats über Stern- und Planetenbilder aus dem 'Liber quatuor distinctionum' des Michael Scotus",1,
,"Engelsüß, Kaspar: 'Reparata'-Legende",2,
,Epistolar,27,letters
,Erbrechtsregeln,15,
,Erentrijk (?): 'Preis einer vollkommenen Frau',1,
,Erentrijk (?): 'Vernünftige Liebe',1,
,Erentrijk: 'Tugendlehre für zwei Liebende',1,
,Erfurter Predigtbruchstücke,1,
,Erhard von Dürningen: Predigten,2,
,Erhardus [von Pappenheim]: Dt. Übersetzung der Akten des Prozesses gegen die Juden von Trient,1,
,"Ernesti, Werner: 'Buchelin von den suchten der fogel, hunde vnd pferde'",1,
,Ernst von Kirchberg: 'Mecklenburgische Reimchronik',1,
,Erzählung von den Jahreskönigen,1,
,"Eschbach, Hans: Persönliche Notizen und zeitgenössische Ereignisse",1,
,"Eschenbach, Johannes: Predigt",1,
,"Eschenloer, Peter: 'Geschichte der Stadt Breslau'",5,
,"Eschenloer, Peter: Übersetzung der 'Historia Bohemica' des Aeneas Silvius Piccolomini",2,
,"Eschenloer, Peter: Übersetzung der 'Historia Hierosolymitana' des Robertus Monachus",2,
,"Eucharistiepredigt(en) / Zyklus von 31 Eucharistiepredigten (lat. Vorlage Thomas von Aquin, Albertus Magnus und Bonaventura zugeschrieben)",3,
,Eucharistietraktat,9,
,Evangelienauslegungen,9,
,Evangelienharmonie,11,
,Evangelienharmonie 'Ndl.-dt. Leben Jesu',23,
,Evangelienharmonie der Passion / Passion beginnend mit dem Gang zum Ölberg,2,
,Evangelienharmonie der Passion / Passion beginnend mit der Aussendung der Jünger zur Bereitung des letzten Abendmahles,2,
,Evangelienharmonie der Passion / Passion beginnend mit der Fußwaschung,1,
,Evangelienharmonie der Passion / Passion beginnend mit der letzten Leidensankündigung,5,
,Evangelistar,72,Evangeliary
,Everhard van Wampen: 'Spiegel der Natur',1,
,Ezzo: Hymnus ('Ezzolied'),2,
,"Fabri, Felix: 'Biechlin von der menschwerdung Jesu Christi und wirdt genempt das hirtlin'",1,
,"Fabri, Felix: 'Evagatorium', dt.",3,
,"Fabri, Felix: 'Geistliche Pilgerfahrt oder die Sionpilgerin'",5,
,"Fabri, Felix: 'Tractetli von der ewigen selikait'",1,
,"Fabri, Felix: Gereimtes Pilgerbüchlein",1,
,"Fabri, Heinrich: Vaterunserauslegung",1,
,"Fabri, Johannes (OCart): Übersetzung des 'Libellus de disciplina claustralium' des Thomas Hemerken von Kempen",1,
,"Fabri, Johannes (OCart): Übersetzung des 'Soliloquium animae' des Thomas Hemerken von Kempen",1,
,"Fabri, Johannes: Sprüche",1,
,"Falder-Pistoris, Georg: 'Geistliche Belehrung'",1,
,"Fasbender, Peter: Pilgerreise",1,
,"Feldkircher, Christian: 'Secretum secretorum', dt.",2,
,"Fellhainer, Fritz: Lied",2,
,"Ferrer, Vinzenz / 'Vita des Vinzenz Ferrer', dt.",6,
,"Ferrer, Vinzenz: 'Tractatus consolatorius in tentationibus circa fidem', dt.",1,
,"Ferrer, Vinzenz: 'Tractatus de vita spirituali', dt.",6,
,"Ficino, Marsilio: 'De vita libri tres', dt.",3,
,"Filinger, Bechtold: Predigt",1,
,"Finck, Thomas (?): Übersetzung von 'De praeparatione ad sacramentum Eucharistiae' des Jakob von Paradies",2,
,"Finck, Thomas: 'Der Passion unseres Herrn Jesu Christi'",10,
,"Finck, Thomas: 'Tagzeiten-Traktat'",4,
,"Finck, Thomas: Legende von Adrianus und Natalia",1,
,"Finck, Thomas: Übersetzung der 'Fraterherren-Viten' des Thomas Hemerken von Kempen",3,
,"Finck, Thomas: Übersetzung von 'De beatitudine'",2,
,"Finck, Thomas: Übersetzung von 'De fine religiosae perfectionis' (früher: 'De adhaerendo Deo') des Johannes von Kastl",3,
,"Fleck, Konrad: 'Flore und Blanscheflur'",4,
,"Fliscus, Stephanus: Synonyma sententiarum, lat.-dt.",5,
,Florentius von Utrecht: Predigten,1,
,"Fluk, Johannes, de Pfullendorf: 'Über die fünf Wunden'",1,
,"Folz, Hans: 'Kaiser Konstantin und Silvester'",1,
,"Folz, Hans: 'Werbung im Stall'",1,
,"Folz, Hans: Fastnachtspiele",4,
,"Folz, Hans: Meisterlieder",6,
,"Folz, Hans: Reimpaarsprüche",4,
,Fragespiel aus dem 'Roman van Limborch',1,
,"Frank, Johannes: 'Augsburger Chronik'",1,
