id,title,nwits
BIB3456,Treatise on the Pater Noster (1),1
BIB3457,Treatise on the Pater Noster (2),1
BIB3458,Treatise on Prayer,1
BIB3459,Treatise on the Sacrament adapted from Henry Suso,1
BIB3460,Treatise on the Seven Liberal Arts,1
BIB3461,Mnemonic Poem on Usury,1
BIB3462,Debate between St. Peter and Simon Magus,1
BIB3463,Treatise on the Ten Commandments,1
BIB3476,De Regimine Principum (ME translation),1
BIB3477,Sir Triamour,1
BIB3478,"Accedence (grammatical treatise) in Cambridge, Trinity College O.5.4",1
BIB3479,"Dialogues in Cambridge, Trinity College B.14.40",1
BIB3480,"Latin and English Vocabulary in Cambridge, Trinity College O.5.4",1
BIB3481,"Latin and English Vocabulary (supplementary material) in Cambridge, Trinity College O.5.4",1
BIB3482,"Proverbs in Cambridge, Trinity College O.2.45",1
BIB3483,"Treatise on Grammar in Cambridge, Trinity College O.5.4",1
BIB3484,"Homilies in Cambridge, Trinity College B.14.52",1
BIB3485,"Homily on the Creed in Cambridge, Trinity College B.14.52",1
BIB3486,Sir Tristrem,1
BIB3487,Trivet's Life of Constance from his Anglo-Norman Chronicles (ME version),1
BIB3489,The Turk and Gawain,1
BIB3494,Twiti's Art of Venery (1) (ME translation),1
BIB3495,"Twiti's Art of Venery (1), Prologue",1
BIB3497,Twiti's Art of Venery (3) (ME translation),1
BIB3498,Jack Upland's Rejoinder,1
BIB3499,Urbanitatis,1
BIB3501,The Testament of Love,1
BIB3505,Veins (Captions to anatomical diagram),1
BIB3507,Anathomia Galieni (ME version),1
BIB3508,Herbal attributed to 'King Kiranus',1
BIB3509,Roger of Parma's Surgery (ME version),1
BIB3510,Excerpts from John of Gadesden's Rosa Anglica (ME version),1
BIB3511,The Practica Brevis of Platearius (ME version),1
BIB3512,Verses for Sermons from a Handbook for Preaching,1
BIB3513,Verse Uroscopy (1) 'Urines for the Simple',1
BIB3514,Verse Uroscopy (2) 'Every manner of urine',1
BIB3515,Verse Uroscopy (3) 'For to see waters',1
BIB3516,Dialogue on Vices and Virtues,1
BIB3518,Lessons of the Dirige (3),1
BIB3519,Form of Living,1
BIB3520,The Vision of the Hermit Ernald,1
BIB3522,The Vision of St. John on the Sorrows of the Virgin,1
BIB3529,"De Visitacione Infirmorum, ME version (2)",1
BIB3530,"De Visitacione Infirmorum, ME version (3)",1
BIB3531,"De Visitacione Infirmorum, ME version (4)",1
BIB3534,Vita S. Godrici,1
BIB3535,Visio Philiberti (ME version),1
BIB3536,Vernon Manuscript Index,1
BIB3537,Vernon Miracles of the Virgin,1
BIB3538,Homilies in Cotton Vespasian A.22,1
BIB3539,OE Homily 'De Initio Creature' (ME version),1
BIB3540,OE Homilies (ME versions in Cotton Vespasian D.14),1
BIB3541,Homilies in Cotton Vespasian D.14,1
BIB3542,Elucidarium (ME version in Cotton Vespasian D.14),1
BIB3543,Homily for the Feast of the Virgin Mary in Cotton Vespasian D.14,1
BIB3544,The Gospel of Nicodemus (ME version in Cotton Vespasian D.14),1
BIB3545,"Homily on Vices, Virtues and Abuses in Cotton Vespasian D.14",1
BIB3546,Weights in Cotton Vespasian E.9,1
BIB3551,Historia Anglicana,1
BIB3552,Waltham Annals,1
BIB3578,Virelai,1
BIB3581,"Wycliffite Bible (early version), Prologue to the Apocalypse",1
BIB3582,"Wycliffite Bible (early version), Prologue to the Catholic Epistles",1
BIB3583,"Wycliffite Bible (early version), Prologue to Colossians",1
BIB3584,"Wycliffite Bible (early version), Prologue to 1 Corinthians",1
BIB3588,"Wycliffite Bible (early version), Prologue to Ephesians",1
BIB3591,"Wycliffite Bible (early version), Prologue to Hebrews",1
BIB3595,"Wycliffite Bible (early version), Prologue to John",1
BIB3597,"Wycliffite Bible (early version), Prologues to Judith",1
BIB3600,"Wycliffite Bible (early version), Second Prologue to Luke",1
BIB3608,"Wycliffite Bible (early version), Prologue to 2 Thessalonians",1
BIB3609,"Wycliffite Bible (early version), First Prologue to 1 Timothy",1
BIB3610,"Wycliffite Bible (early version), Second Prologue to 1 Timothy",1
BIB3611,"Wycliffite Bible (early version), Prologue to 2 Timothy",1
BIB3612,"Wycliffite Bible (early version), Prologue to Tobit",1
BIB3617,"Wycliffite Bible (later version), Marginal Glosses and Comments in 2 Corinthians",1
BIB3619,"Wycliffite Bible (later version), Marginal Glosses and Comments in Daniel",1
BIB3621,"Wycliffite Bible (later version), Marginal Glosses and Comments in Ecclesiastes",1
BIB3623,"Wycliffite Bible (later version), Marginal Glosses and Comments in 1 Esdras",1
BIB3624,"Wycliffite Bible (later version), Marginal Glosses and Comments in 2 Esdras",1
BIB3627,"Wycliffite Bible (later version), Marginal Glosses and Comments in Genesis",1
BIB3628,"Wycliffite Bible (later version), Marginal Glosses and Comments in Habakkuk",1
BIB3630,"Wycliffite Bible (later version), Marginal Glosses and Comments in Hosea",1
BIB3632,"Wycliffite Bible (later version), Marginal Glosses and Comments in James",1
BIB3633,"Wycliffite Bible (later version), Marginal Glosses and Comments in Jeremiah",1
BIB3635,"Wycliffite Bible (later version), Marginal Glosses and Comments in Joel",1
BIB3637,"Wycliffite Bible (later version), Marginal Glosses and Comments in Judges",1
BIB3638,"Wycliffite Bible (later version), Marginal Glosses and Comments in Judith",1
BIB3639,"Wycliffite Bible (later version), Marginal Glosses and Comments in 1 Kings",1
BIB3642,"Wycliffite Bible (later version), Marginal Glosses and Comments in 4 Kings",1
BIB3645,"Wycliffite Bible (later version), Marginal Glosses and Comments in 2 Maccabees",1
BIB3646,"Wycliffite Bible (later version), Marginal Glosses and Comments in Micah",1
BIB3648,"Wycliffite Bible (later version), Marginal Glosses and Comments in 2 Peter",1
BIB3649,"Wycliffite Bible (later version), Marginal Glosses and Comments in Proverbs",1
BIB3651,"Wycliffite Bible (later version), Marginal Glosses and Comments in Ruth",1
BIB3652,"Wycliffite Bible (later version), Marginal Glosses and Comments in Song of Solomon",1
BIB3653,"Wycliffite Bible (later version), Marginal Glosses and Comments in Titus",1
BIB3654,"Wycliffite Bible (later version), Marginal Glosses and Comments in Tobit",1
BIB3655,"Wycliffite Bible (later version), Marginal Glosses and Comments in Wisdom",1
BIB3657,"Wycliffite Bible (later version), Supplement to the General Prologue in Dublin, Trinity College MS 75 (A.1.10)",1
BIB3662,"Wycliffite Bible (later version), First Prologue to Colossians",1
BIB3663,"Wycliffite Bible (later version), First Prologue to 1 Corinthians",1
BIB3664,"Wycliffite Bible (later version), Second Prologue to 1 Corinthians",1
BIB3666,"Wycliffite Bible (later version), Prologue to Ecclesiasticus",1
BIB3667,"Wycliffite Bible (later version), Prologue to 1 Esdras",1
BIB3668,"Wycliffite Bible (later version), Prologue to Esther",1
BIB3669,"Wycliffite Bible (later version), First Prologue to Hebrews",1
BIB3670,"Wycliffite Bible (later version), Prologue to Exodus",1
BIB3672,"Wycliffite Bible (later version), Prologue to Jeremiah",1
BIB3673,"Wycliffite Bible (later version), Prologue to Job",1
BIB3674,"Wycliffite Bible (later version), First Prologue to John",1
BIB3675,"Wycliffite Bible (later version), Third Prologue to John",1
BIB3676,"Wycliffite Bible (later version), Second Prologue to Joshua",1
BIB3677,"Wycliffite Bible (later version), Prologue to Kings",1
BIB3678,"Wycliffite Bible (later version), Prologue to 1 Kings",1
BIB3679,"Wycliffite Bible (later version), Prologue to 2 Kings",1
BIB3680,"Wycliffite Bible (later version), Prologue to 3 Kings",1
BIB3681,"Wycliffite Bible (later version), Prologue to 4 Kings",1
BIB3682,"Wycliffite Bible (later version), Prologue to Leviticus",1
BIB3683,"Wycliffite Bible (later version), First Prologue to Luke",1
BIB3684,"Wycliffite Bible (later version), Second Prologue to Luke",1
BIB3685,"Wycliffite Bible (later version), First Prologue to Mark",1
BIB3686,"Wycliffite Bible (later version), Third Prologue to Mark",1
BIB3687,"Wycliffite Bible (later version), First Prologue to Matthew",1
BIB3688,"Wycliffite Bible (later version), Third Prologue to Matthew",1
BIB3689,"Wycliffite Bible (later version), Prologue to Numbers",1
BIB3691,"Wycliffite Bible (later version), Prologue to Proverbs",1
BIB3692,"Wycliffite Bible (later version), Prologue to Psalms",1
BIB3693,"Wycliffite Bible (later version), First Prologue to Romans",1
BIB3694,"Wycliffite Bible (later version), Second Prologue to Romans",1
BIB3695,"Wycliffite Bible (later version), Third Prologue to Romans",1
BIB3696,"Wycliffite Bible (later version), Prologue to Ruth",1
BIB3697,"Wycliffite Bible (later version), First Prologue to 1 Timothy",1
BIB3698,"Wycliffite Bible (later version), Prologue to Titus",1
BIB3699,"Wycliffite Bible (later version), Prologue to Wisdom",1
BIB3702,The Wedding of Sir Gawain and Dame Ragnell,1
BIB3703,Middle English Measures of Weight (1),1
BIB3704,Middle English Measures of Weight (2),1
BIB3706,Cooking and Medical Recipes in Wellcome MS 225,1
BIB3707,Medical Recipes in Wellcome MS 542,1
BIB3708,Middle English in Latin 'Nota de mirabilibus mundi',1
BIB3709,Trilingual Vocabulary in MS Westminster Abbey 34/11,1
BIB3710,The Way to Jerusalem,1
BIB3711,Changes of Money from England to Rome and Venice,1
BIB3712,A Prevision of Preparations for Travel to Jerusalem,1
BIB3713,Cookery Recipes in New York Public Library MS Whitney 1,1
BIB3714,What Thing Most Helps a Man's Knowing,1
BIB3715,Why I Can't Be A Nun,1
BIB3718,"Will of Sir John Bold of Bold Hall, Lancashire",1
BIB3727,"Will Proved in the Court of Hustings, London",1
BIB3728,Will of Sir Thomas Cumberworth,1
BIB3740,Will of William Finch,1
BIB3742,Will of Robert Folkyngham,1
BIB3793,Wynnere and Wastoure,1
BIB3794,Winteney version of the Benedictine Rule,1
BIB3796,The Conflict of Wit and Will,1
BIB3797,Withdraw Thy Thought,1
BIB3798,Life and Miracles of Thomas Becket,1
BIB3799,"Chronicle of the Abbots of St. Augustine's, Canterbury",1
BIB3800,The Wooing of Our Lord,1
BIB3801,Accedence (grammatical treatise) in Worcester Cathedral MS F.123,1
BIB3802,Ælfric's Glossary in Worcester Cathedral MS F.174,1
BIB3803,Ælfric's Grammar in Worcester Cathedral MS F.174,1
BIB3807,Comparacio (grammatical treatise) in Worcester Cathedral MS F.123,1
BIB3808,Glosses in Worcester Cathedral MS F.157,1
BIB3810,Sermon in Worcester Cathedral MS Q.29,1
BIB3811,Two Anonymous Sermons in Worcester Cathedral MS F.10,1
BIB3812,William of Palerne,1
BIB3813,Way to Paradise,1
BIB3814,The Wright's Chaste Wife,1
BIB3816,Antichrist and His Disciples (Wycliffite tract),1
BIB3817,An Apology for Lollard Doctrines (Wycliffite tract),1
BIB3818,De Apostasia Cleri (Wycliffite tract),1
BIB3819,"De Blasphemia, contra Fratres (Wycliffite tract)",1
BIB3820,Wycliffite Chronicle of the Papacy (2),1
BIB3821,Wycliffite Chronicle of the Papacy (1),1
BIB3823,The Clergy May Not Hold Property (Wycliffite tract),1
BIB3824,Concordance of the Wycliffite Bible,1
BIB3826,Church Temporalities (Wycliffite tract),1
BIB3828,The Great Sentence of Curse Expounded (Wycliffite tract),1
BIB3829,The Holy Prophet David Saith (Wycliffite tract),1
BIB3830,De Dominio Divino (Wycliffite tract),1
BIB3832,Octo in Quibus Seducuntur Simplices Christiani (Wycliffite tract),1
BIB3839,Five Questions on Love (Wycliffite tract),1
BIB3840,The Last Age of the Church (Wycliffite tract),1
BIB3841,The Lantern of Light (Wycliffite tract),1
BIB3844,John Gaytryge's Lay Folks' Catechism (Wycliffite adaptation and expansion),1
BIB3847,Lincolniensis (Wycliffite tract),1
BIB3848,Of Ministers in the Church (Wycliffite sermon),1
BIB3849,Against Miracle Plays (Wycliffite sermon),1
BIB3851,Tractatus de Oblacione Iugis Sacrificii (Wycliffite tract),1
BIB3852,De Officio Pastorale (Wycliffite translation),1
BIB3853,De Papa (Wycliffite tract),1
BIB3854,Petition to King and Parliament (Wycliffite tract),1
BIB3856,An Exposition of the Pater Noster (Wycliffite tract) (1),1
BIB3859,Of Poor Preaching Priests (Wycliffite tract),1
BIB3863,De Pontificum Romanorum Schismate (Wycliffite tract),1
BIB3864,De Precationibus Sacris (Wycliffite tract),1
BIB3865,Tractatus de Pseudo-Freris (Wycliffite tract),1
BIB3866,Tractatus de Regibus (Wycliffite tract),1
BIB3870,Simonists and Apostates (Wycliffite tract),1
BIB3875,Seven Heresies (Wycliffite tract),1
BIB3876,Sixteen Points Brought Against the Lollards (Wycliffite tract),1
BIB3878,On the Sufficiency of Holy Scriptures (Wycliffite fragment),1
BIB3879,De Stipendiis Ministrorum (Wycliffite tract),1
BIB3881,An Exposition of the Ten Commandments (2) (Wycliffite tract),1
BIB3882,An Exposition of the Ten Commandments (3) (Wycliffite tract),1
BIB3888,On the Twenty-five Articles (Wycliffite tract),1
BIB3890,Vita Sacerdotum (Wycliffite tract),1
BIB3891,Of Wedded Men and Wives and of their Children Also (Wycliffite tract),1
BIB3894,Cookery Recipes in Yale MS 163,1
BIB3895,York Bidding Prayer (1),1
BIB3896,York Bidding Prayer (2),1
BIB3897,York Hours of the Cross,1
BIB3898,York Plays,1
BIB3899,York Plays: New Innholders' Play,1
BIB3900,York Plays: Masons' Play,1
BIB3902,"Manual of Falconry in the Duke of Gloucester's MS, formerly York House MS 45",1
BIB3904,"Yearbooks of Edward I, part 1",1
BIB3905,"Yearbooks of Edward I, part 2",1
BIB3928,Ywain and Gawain,1
BIB3929,A babe is born al,1
BIB3931,A barge,1
BIB3932,Abel wes looset,1
BIB3933,Aboue all thing,1
BIB3934,Abowt the fyld,1
BIB3936,Abyde I hope,1
BIB3937,A celuy,1
BIB3938,A child is boren,1
BIB3939,A chyld ys born,1
BIB3940,Adam lay,1
BIB3941,Adam our fader,1
BIB3942,A dere god haue,1
BIB3943,A doums day,1
BIB3944,A fals by-hetyng,1
BIB3945,A ferly thing,1
BIB3947,Afore mete,1
BIB3948,A gulden begh,1
BIB3949,A hart harborowith,1
BIB3950,A holy wooman,1
BIB3951,A iesu so,1
BIB3952,A Ihu þow,1
BIB3953,A lady þat was,1
BIB3954,Alas alas Alas,1
BIB3955,Alas alas and,1
BIB3956,Alas departynge,1
BIB3957,Alas howe schale,1
BIB3958,Alas my childe,1
BIB3959,Alas what planet,1
BIB3960,Al clerkyn lou,1
BIB3961,Ale mak many a man,1
BIB3962,Al es bot a fantum,1
BIB3963,A levedy and my love,1
BIB3964,Al fram ehvuele,1
BIB3965,Al gold Ionet,1
BIB3966,A litil childe,1
BIB3967,Al holy chyrch was bot a thrall,1
BIB3968,Allas alas si haut si bas,1
BIB3969,Allas diceyte,1
BIB3971,Allas Iesu,1
BIB3972,Allas in gret sinne,1
BIB3973,Allas what schul,1
BIB3974,Allas wo sal,1
BIB3975,Alle false goddis,1
BIB3976,Alle ȝe mouwen,1
BIB3977,Alle his frendes,1
BIB3978,Alle-mighty god in trinitie,1
BIB3979,Alle owr mischeuis,1
BIB3980,Alle þat euer gon,1
BIB3981,Alle þe wordis,1
BIB3982,Alle þt thenke,1
BIB3983,Alle wandreths,1
BIB3984,Alle we liuen,1
BIB3985,Alle ye that passe,1
BIB3986,All hayle Mary,1
BIB3987,All heyle Mary,1
BIB3989,All lust and lykyng,1
BIB3990,All that I may,1
BIB3991,All this day,1
BIB3992,All this worlde,1
BIB3994,Almyghty god fadir,1
BIB3996,Almyghty god þt made,1
BIB3997,Almyȝty godde conserue,1
BIB3998,Almyȝty god þat all,1
BIB3999,Al nist by,1
BIB4000,Alone walking,1
BIB4001,A lord crist,1
BIB4002,Al oþer loue,1
BIB4003,Al oure wele,1
BIB4004,Als a se flouwende,1
BIB4006,Als i lay vpon,1
BIB4007,Als i me rod,1
BIB4008,Also crist steȝ,1
BIB4009,Also take,1
BIB4010,Al þe ioȝe,1
BIB4011,Al-weldand god,1
BIB4012,A man þt will,1
BIB4013,A man þt xuld,1
BIB4014,A man was þe fyrst,1
BIB4015,A Mayde Cristes,1
BIB4016,A Mercy fortune,1
BIB4017,A mon þat hathe,1
BIB4018,An aungell fro hevyn,1
BIB4019,And a woman,1
BIB4020,And by a chapell,1
BIB4021,And I yt los,1
BIB4022,And lx,1
BIB4023,And suffred,1
BIB4024,And þen þe apostles,1
BIB4025,And þerfor,1
BIB4026,An ernemorwe,1
BIB4027,A newe song,1
BIB4028,Anoder yere,1
BIB4029,A nywe werk,1
BIB4030,A patre unigenitus,1
BIB4031,A philosophre,1
BIB4032,A pryncypal poynth,1
BIB4033,Ar ne kuthe,1
BIB4034,Aryse erly,1
BIB4036,As dyuers doctours,1
BIB4037,Ase y me rod,1
BIB4039,As I cam by,1
BIB4040,As I fared in,1
BIB4042,As I me lend,1
BIB4044,As I me rode,1
BIB4045,As I me ros,1
BIB4046,As in my,1
BIB4047,As in yow,1
BIB4048,As I stod in,1
BIB4049,As I stod on,1
BIB4051,As I wandrede,1
BIB4052,As I went in,1
BIB4053,As I went me,1
BIB4054,As I went on Yole,1
BIB4057,A solitari here,1
BIB4058,A son,1
BIB4059,A songe to syng,1
BIB4060,A sory beuerech,1
BIB4061,A soun treschere et special,1
BIB4063,As storys,1
BIB4064,As þe see,1
BIB4065,As þou for holy,1
BIB4067,At a sprynge,1
BIB4068,Ate feste,1
BIB4069,A þeif,1
BIB4070,A tokne,1
BIB4071,A tresour,1
BIB4072,Atte wrastlinge,1
BIB4073,At the begynnyng,1
BIB4074,At the northe,1
BIB4075,At þe time,1
BIB4076,At þis ȝate,1
BIB4077,Aue maris stella,1
BIB4078,A vidue,1
BIB4079,Awake lordes,1
BIB4080,Away ffeynt,1
BIB4081,A wayle whyt,1
BIB4082,Ay bitwene,1
BIB4083,Backe bent,1
BIB4084,Be cause that,1
BIB4085,Befor my deth,1
BIB4086,Be glad lordynges,1
BIB4087,Be glad of al,1
BIB4088,Be God,1
BIB4089,Beholde here,1
BIB4090,Beholde me,1
BIB4091,Behold man,1
BIB4092,Behold þe þornes,1
BIB4093,Behold what lyfe,1
BIB4094,Be-hold womman,1
BIB4095,Be lou,1
BIB4096,Besechyn benygnely,1
BIB4097,Ber þe wel,1
BIB4098,Be the lef,1
BIB4099,Be trewe,1
BIB4103,Bidde huue,1
BIB4104,Biholt þou man,1
BIB4105,Bisete þine,1
BIB4106,Bi þis tokninge,1
BIB4108,Blake be thy bondes,1
BIB4109,Blessed mary,1
BIB4110,Blessid god,1
BIB4111,Blissed ben men,1
BIB4112,Blissed be thow Baptist,1
BIB4113,Blisse it,1
BIB4114,Blodles & bonles,1
BIB4115,Blowyng,1
BIB4116,Blysse and ioye,1
BIB4117,Blyssid be þat mayde,1
BIB4118,Boothe be ware,1
BIB4119,Bot fals men,1
BIB4120,Bothe ȝonge & oolde,1
BIB4121,Bothe man,1
BIB4122,Bot witt pas,1
BIB4123,Bring us,1
BIB4124,Burgeys thou,1
BIB4125,But i me,1
BIB4127,By name þat,1
BIB4128,Byrd one brere,1
BIB4130,Bytuene mersh,1
BIB4131,Bytwene a þousend,1
BIB4132,Certes fer extendeth,1
BIB4133,Charite chaste,1
BIB4134,Charite is brithe,1
BIB4135,Chaunge þis,1
BIB4136,Children and,1
BIB4137,Clernesse of,1
BIB4138,Cometh nere,1
BIB4139,Compleyne ne coude,1
BIB4140,Consideryng effectually,1
BIB4141,Continvaunce,1
BIB4142,Couetyse,1
BIB4144,Crist criȝede,1
BIB4145,Cristes blod,1
BIB4146,Cristes bodi,1
BIB4147,Cristes milde moder,1
BIB4148,Crist ȝiue vs,1
BIB4149,Crist lay,1
BIB4150,Crist made to man,1
BIB4152,Crist ys woundid,1
BIB4153,Cross of ihesu,1
BIB4154,Cryst crosse,1
BIB4155,Cryste made mane,1
BIB4156,Cryst þat art boþe,1
BIB4157,Cum lord,1
BIB4158,Cum maker,1
BIB4159,Dan Jhoon,1
BIB4160,Dayly in Englond,1
BIB4161,Ded is,1
BIB4162,Det peruynkkle,1
BIB4163,Deus caritas,1
BIB4164,Do do,1
BIB4165,Do do,1
BIB4166,Do mon,1
BIB4167,Dronken,1
BIB4168,Dum ludis,1
BIB4170,Eche man be war,1
BIB4171,Edi beo þu,1
BIB4172,Elde makiþ me,1
BIB4173,En Iesu,1
BIB4174,Enmy herowde,1
BIB4177,Eueir asse mon,1
BIB4178,Eueriche freman,1
BIB4179,Euery day,1
BIB4180,Euery man delytyth,1
BIB4181,Euery mane in,1
BIB4183,Euer yn,1
BIB4184,Excellent soueraine,1
BIB4185,Exemple sendynge,1
BIB4186,Exortum est,1
BIB4187,Fader ure,1
BIB4188,Fadur & sone,1
BIB4190,Fadyr & sone,1
BIB4191,Fadyr and sone & holy gost,1
BIB4192,Fair fresshest,1
BIB4193,Falsenes I vnderstande,1
BIB4194,Falseness and couetys,1
BIB4195,Fareth wele,1
BIB4197,Fayrnes and yong blood,1
BIB4198,Fetys bel chere,1
BIB4199,Ffadir sone,1
BIB4200,Ffadur & sone,1
BIB4202,Ffadyr I am,1
BIB4203,Ffor feer or for favour,1
BIB4204,Ffor I am,1
BIB4205,Ffor lore of,1
BIB4206,Ffor þe I wax,1
BIB4207,Ffor þu art,1
BIB4208,Fiftene toknen,1
BIB4209,Fire colde and,1
BIB4210,Flen flyys,1
BIB4211,Fleshly lustys,1
BIB4212,For a man,1
BIB4213,For drede,1
BIB4214,For foule lustes,1
BIB4215,For he is true,1
BIB4216,For hit is mury,1
BIB4217,For I ham,1
BIB4218,For I wend,1
BIB4219,For lac,1
BIB4220,For loue i,1
BIB4221,For loue of Iesu,1
BIB4222,For my loue,1
BIB4223,For the begynnyng,1
BIB4224,For þi self,1
BIB4225,For þou were Meke,1
BIB4226,Fortune alas,1
BIB4227,Foweles,1
BIB4228,Freers freers,1
BIB4229,Frenchipe is,1
BIB4230,Frendsship þat is,1
BIB4231,Frenschipe faileþ,1
BIB4232,Fresshest of colour,1
BIB4233,Frische flour,1
BIB4234,From heouene in,1
BIB4236,Ful feir flour,1
BIB4237,Fulfyllyd ys,1
BIB4238,Fyrst a-rysse,1
BIB4239,Fyrst calcyn,1
BIB4240,Fyrst whan a man,1
BIB4241,Gabriel fram evene king,1
BIB4242,Gabriell that angell,1
BIB4243,Gabryell of hyȝe,1
BIB4244,Galawnt pride,1
BIB4245,Game and ernest,1
BIB4246,Gaude of uirgins,1
BIB4247,Gaudete iusti,1
BIB4249,Giff sanct,1
BIB4251,Glad & blithe,1
BIB4252,Glade in god call,1
BIB4253,Glade in god þis,1
BIB4254,Glade us maiden,1
BIB4256,God allmyghty saue,1
BIB4257,Go day Syre,1
BIB4258,God & sient,1
BIB4259,God be oure,1
BIB4260,Goddis grace is redy,1
BIB4261,Goddys sonne is borne,1
BIB4262,Godefrey þe quede,1
BIB4263,Godes hore,1
BIB4264,Gode sire pray,1
BIB4265,Godes sonne for,1
BIB4266,God Iesus almiȝti,1
BIB4267,God is a substaunce,1
BIB4268,God lord þt sittes,1
BIB4269,God made,1
BIB4270,God of hewine,1
BIB4271,God þat al hast,1
BIB4272,God that all hath,1
BIB4275,God þat madist al,1
BIB4276,God þou haue mercy,1
BIB4277,God þt all þis word,1
BIB4278,God wiht,1
BIB4279,Godys sone þat,1
BIB4280,Goe lytyll byll,1
BIB4281,Go hert,1
BIB4282,Gold & al,1
BIB4283,Go litull bill,1
BIB4284,Good god,1
BIB4285,Goodman fool,1
BIB4286,Goo litle book of,1
BIB4287,Goo lytell ryng,1
BIB4288,Go ye before,1
BIB4289,Gracius and gay,1
BIB4290,Graveth me,1
BIB4291,Grete ferly,1
BIB4292,Grete reysone,1
BIB4293,Grevus ys,1
BIB4294,Gyle & gold,1
BIB4295,Ȝe ben,1
BIB4296,Ȝef þu ȝeuest,1
BIB4297,Ȝef þu sekest,1
BIB4298,Ȝe suln,1
BIB4299,Ȝe þat be þis,1
BIB4300,Ȝe þt passen,1
BIB4301,Ȝhit is god,1
BIB4302,Ȝif þt lorel,1
BIB4303,Ȝissinge and glosinge,1
BIB4304,Ȝonge & olde lerneth,1
BIB4305,Ȝungþe ne can,1
BIB4306,Ȝyf liȝt,1
BIB4307,Ȝyf þou comest,1
BIB4308,Ȝyng men I red,1
BIB4309,Ȝyng men þt bern,1
BIB4310,Hæc sunt Londonis,1
BIB4311,Haile be þou hende,1
BIB4312,Haile holy spyritt,1
BIB4314,Harde gates,1
BIB4315,Haue gooday,1
BIB4316,Haue Ioye,1
BIB4317,Haue mercie on,1
BIB4318,Have all,1
BIB4319,Have God day,1
BIB4320,Hawe on god,1
BIB4321,Hayl blessid flour,1
BIB4322,Hayle be thou Mary most,1
BIB4323,Hayle bote,1
BIB4324,Hayle Iesu,1
BIB4325,Hayle mary virgyn,1
BIB4326,Hayle mayden of maydyns,1
BIB4327,Hayle oure patron,1
BIB4328,Hayle se-sterne,1
BIB4329,Hayll be þu qwen,1
BIB4330,Hayl mari hic,1
BIB4331,Hayl most,1
BIB4332,He abit,1
BIB4333,Heded as an ox,1
BIB4334,He ete brede,1
BIB4335,He ȝaf him,1
BIB4336,Heȝe louerd,1
BIB4337,He haȝt a,1
BIB4338,Heil & holi,1
BIB4341,Heil be þow Marie Moodur,1
BIB4342,Heile be þou marie cristis,1
BIB4343,Heile sterne,1
BIB4344,Heil marie an,1
BIB4346,Heil marie ful of wynne,1
BIB4347,Heil seint Michel,1
BIB4348,Heil sterre,1
BIB4349,Heil wrth þou,1
BIB4350,He is wel,1
BIB4351,He is wise that is,1
BIB4353,Helpe crosse,1
BIB4354,He may cume,1
BIB4355,Her commys Holly,1
BIB4356,Here begynnes a new,1
BIB4357,Here I ame,1
BIB4358,Here lyeth under,1
BIB4361,Her lis arfaxat,1
BIB4362,He rod,1
BIB4363,He sent me,1
BIB4364,He that hath,1
BIB4365,He that in ȝouthe,1
BIB4366,He that lovyth,1
BIB4367,He þat stelys,1
BIB4368,He that wilbe,1
BIB4369,He that will not spare,1
BIB4370,He þat wol herkyn,1
BIB4371,He that wyll,1
BIB4372,He þt owith,1
BIB4373,He þt was,1
BIB4374,Heuen is wonnen,1
BIB4375,HEuen it es,1
BIB4376,Heu quanta,1
BIB4377,Hey how ȝe,1
BIB4378,Heyl comely creature,1
BIB4379,Heyle be þu ladye,1
BIB4380,Heyle fairest,1
BIB4381,Heyle goddes moder,1
BIB4382,Heyl gloryous virgyne,1
BIB4383,Heyl marie of grace,1
BIB4384,Heyl my lord,1
BIB4385,Hey priuetȝ,1
BIB4386,Heyr be gynys a story,1
BIB4387,Hiegh towers,1
BIB4388,Hiȝt is a,1
BIB4389,His body,1
BIB4390,His colour,1
BIB4391,Hit beoþ þreo,1
BIB4392,Hit bilimpeð,1
BIB4393,Hit falseþ hit reymeþ,1
BIB4394,Hit is ful harde,1
BIB4395,Hit is lawe,1
BIB4397,Hit nis bot trewþ,1
BIB4398,Hit resteþ,1
BIB4399,Hit wasteþ,1
BIB4400,Holver and Heivy,1
BIB4401,Holy berith beris,1
BIB4402,Holy maydyn,1
BIB4405,Honour and Ioy,1
BIB4406,Honowre wit,1
BIB4407,Hope is,1
BIB4408,Hose wolde be-þenke,1
BIB4409,Hose wolde him,1
BIB4410,Ho so on me,1
BIB4411,Hote and moyste,1
BIB4412,Ho that lust,1
BIB4413,Ho þat siþ,1
BIB4414,Hou shold y with,1
BIB4415,Hou sort a,1
BIB4416,Hou þi fairnisse,1
BIB4417,How mankende furst,1
BIB4419,How schal a mann,1
BIB4420,How schowld I bot,1
BIB4421,How suld I now,1
BIB4422,Hure wader þat is,1
BIB4423,Hvre fader þat art,1
BIB4424,Hwan þu sixst on leode,1
BIB4425,Hwenne so wil wit,1
BIB4426,Hwile wes seynte,1
BIB4427,Hwi ne serue,1
BIB4428,Hys signe,1
BIB4429,Hyt is y-founde,1
BIB4430,Hyt semes quite,1
BIB4431,I am a chyld,1
BIB4432,I am a fol,1
BIB4433,I am by-wylt,1
BIB4434,I am he,1
BIB4435,I am iesu,1
BIB4436,I am olde,1
BIB4437,I am sory,1
BIB4438,I beleue on god,1
